y_true,y_hat,ops
0.196,0.391,369187
0.196,0.39,369233
0.196,0.349,369292
0.196,0.375,369373
0.196,0.371,369411
0.196,0.392,369462
0.196,0.393,369616
0.196,0.331,369659
0.196,0.394,369934
0.196,0.361,370070
0.196,0.385,370088
0.196,0.388,370258
0.196,0.391,370363
0.196,0.393,370568
0.196,0.386,370681
0.196,0.398,370711
0.196,0.394,370975
0.196,0.39,371106
0.196,0.345,371254
0.196,0.395,371564
0.196,0.384,371629
0.196,0.38,371777
0.196,0.393,371891
0.196,0.396,372030
0.196,0.374,372404
0.196,0.384,372561
0.196,0.382,372609
0.196,0.393,372960
0.196,0.38,373010
0.196,0.394,373109
0.196,0.392,373141
0.196,0.393,373788
0.196,0.399,374326
0.196,0.394,374440
0.196,0.389,375268
0.196,0.093,375918
0.196,0.386,378038
0.196,0.393,378348
0.196,0.393,378682
0.196,0.396,378941
0.196,0.395,379280
0.196,0.393,379557
0.196,0.386,379697
0.196,0.391,379778
0.196,0.334,379956
0.196,0.388,380041
0.196,0.369,380555
0.196,0.393,380563
0.196,0.393,381144
0.196,0.391,381161
0.196,0.399,382108
0.196,0.394,382281
0.196,0.396,382337
0.196,0.372,382540
0.196,0.394,382655
0.196,0.356,382833
0.196,0.393,382868
0.196,0.251,382876
0.196,0.396,383520
0.196,0.395,383929
0.196,0.389,384003
0.196,0.393,384054
0.196,0.389,384356
0.196,0.346,384577
0.196,0.395,384585
0.196,0.392,384704
0.196,0.397,384739
0.196,0.393,384844
0.196,0.381,385255
0.196,0.383,385620
0.196,0.292,385697
0.196,0.391,385751
0.196,0.393,386219
0.196,0.358,386588
0.196,0.389,386596
0.196,0.393,386898
0.196,0.393,386901
0.196,0.386,387185
0.196,0.391,387495
0.196,0.392,388092
0.196,0.375,388122
0.196,0.391,388742
0.196,0.393,389358
0.196,0.382,389421
0.196,0.394,389854
0.196,0.376,390178
0.196,0.393,390259
0.196,0.388,391727
0.196,0.396,392391
0.196,0.376,392804
0.196,-0.159,393321
0.196,0.388,393533
0.196,0.317,394009
0.196,0.389,394271
0.196,0.375,394734
0.196,0.383,395480
0.196,0.392,397245
0.196,0.393,400106
0.196,0.391,400190
0.196,0.3,400289
0.196,0.389,400319
0.196,0.377,400327
0.196,0.349,400360
0.196,0.392,400386
0.196,0.393,400416
0.196,0.393,400556
0.196,0.393,400572
0.196,0.396,400629
0.196,0.393,400742
0.196,0.392,400785
0.196,0.393,400882
0.196,0.399,401021
0.196,0.396,401072
0.196,0.392,401081
0.196,0.391,401137
0.196,0.392,401153
0.196,0.392,401196
0.196,0.393,401277
0.196,0.393,401382
0.196,0.393,401455
0.196,0.396,401463
0.196,0.389,401480
0.196,0.393,401587
0.196,0.393,401595
0.196,0.396,401609
0.196,0.393,401757
0.196,0.386,401846
0.196,0.393,401871
0.196,0.393,401919
0.196,0.399,401978
0.196,0.391,402001
0.196,0.396,402010
0.196,0.389,402036
0.196,0.399,402052
0.196,0.396,402109
0.196,0.393,402117
0.196,0.393,402125
0.196,0.392,402141
0.196,0.397,402150
0.196,0.392,402206
0.196,0.389,402354
0.196,0.393,402362
0.196,0.393,402427
0.196,0.394,402516
0.196,0.393,402583
0.196,0.393,402753
0.196,0.392,402770
0.196,0.346,402796
0.196,0.391,402834
0.196,0.386,402851
0.196,0.394,402893
0.196,0.393,402915
0.196,0.381,402923
0.196,0.399,402966
0.196,0.392,402982
0.196,0.397,402991
0.196,0.393,403130
0.196,0.393,403202
0.196,0.392,403237
0.196,0.393,403245
0.196,0.392,403300
0.196,0.393,403334
0.196,0.397,403369
0.196,0.396,403458
0.196,0.396,403512
0.196,0.393,403580
0.196,0.393,403636
0.196,0.396,403814
0.196,0.392,403849
0.196,0.393,403865
0.196,0.393,403873
0.196,0.04,403911
0.196,0.392,403920
0.196,0.39,403962
0.196,0.393,403997
0.196,0.393,404039
0.196,0.393,404047
0.196,0.393,404128
0.196,0.393,404225
0.196,0.392,404241
0.196,0.398,404306
0.196,0.393,404331
0.196,0.393,404365
0.196,0.399,404527
0.196,0.393,404535
0.196,0.398,404543
0.196,0.394,404594
0.196,0.393,404748
0.196,0.393,404772
0.196,0.392,404811
0.196,0.397,404888
0.196,0.393,404900
0.196,0.392,404918
0.196,0.393,404942
0.196,0.392,404993
0.196,0.393,405051
0.196,0.393,405060
0.196,0.393,405141
0.196,0.393,405248
0.196,0.393,405281
0.196,0.393,405434
0.196,0.393,405507
0.196,0.399,405515
0.196,0.393,405582
0.196,0.391,405604
0.196,0.398,405671
0.196,0.394,405795
0.196,0.393,405931
0.196,0.393,405973
0.196,0.393,406104
0.196,0.392,406121
0.196,0.393,406201
0.196,0.393,406210
0.196,0.393,406236
0.196,0.393,406295
0.196,0.387,406406
0.196,0.393,406414
0.196,0.393,406449
0.196,0.393,406457
0.196,0.388,406481
0.196,0.398,406546
0.196,0.365,406554
0.196,0.393,406589
0.196,0.393,406635
0.196,0.392,406643
0.196,0.393,406708
0.196,0.393,406741
0.196,0.393,406759
0.196,0.394,406805
0.196,0.391,406813
0.196,0.393,406830
0.196,0.393,406848
0.196,0.394,406881
0.196,0.393,406937
0.196,0.39,406945
0.196,0.384,407011
0.196,0.393,407062
0.196,0.393,407071
0.196,0.392,407097
0.196,0.392,407224
0.196,0.397,407241
0.196,0.393,407291
0.196,0.397,407330
0.196,0.395,407381
0.196,0.393,407437
0.196,0.393,407496
0.196,0.393,407534
0.196,0.392,407569
0.196,0.392,407623
0.196,0.394,407631
0.196,0.395,407682
0.196,0.393,407704
0.196,0.393,407755
0.196,0.391,407780
0.196,0.398,407879
0.196,0.39,407887
0.196,0.394,407941
0.196,0.393,407968
0.196,0.396,408026
0.196,0.392,408034
0.196,0.393,408093
0.196,0.399,408221
0.196,0.393,408263
0.196,0.394,408328
0.196,0.393,408379
0.196,0.393,408484
0.196,0.388,408506
0.196,0.365,408514
0.196,0.393,408522
0.196,0.398,408531
0.196,0.396,408565
0.196,0.394,408603
0.196,0.399,408654
0.196,0.394,408662
0.196,0.394,408701
0.196,0.393,408751
0.196,0.389,408794
0.196,0.393,408832
0.196,0.392,408859
0.196,0.392,408867
0.196,0.393,408883
0.196,0.393,408905
0.196,0.393,409081
0.196,0.393,409189
0.196,0.39,409197
0.196,0.393,409235
0.196,0.391,409243
0.196,0.392,409260
0.196,0.394,409286
0.196,0.394,409308
0.196,0.393,409405
0.196,0.392,409413
0.196,0.392,409464
0.196,0.393,409596
0.196,0.393,409634
0.196,0.392,409791
0.196,0.393,409804
0.196,0.374,409839
0.196,0.393,409847
0.196,0.391,409995
0.196,0.388,410047
0.196,0.393,410071
0.196,0.387,410110
0.196,0.391,410128
0.196,0.391,410136
0.196,0.393,410152
0.196,0.393,410179
0.196,0.393,410225
0.196,0.369,410292
0.196,0.385,410365
0.196,0.393,410420
0.196,0.393,410497
0.196,0.393,410543
0.196,0.393,410608
0.196,0.393,410616
0.196,0.393,410624
0.196,0.392,410632
0.196,0.393,410781
0.196,0.392,410888
0.196,0.387,410926
0.196,0.393,410951
0.196,0.399,410969
0.196,0.395,410985
0.196,0.393,411051
0.196,0.386,411086
0.196,0.393,411124
0.196,0.399,411132
0.196,0.385,411159
0.196,0.371,411213
0.196,0.393,411230
0.196,0.396,411248
0.196,0.392,411256
0.196,0.391,411264
0.196,0.396,411281
0.196,0.397,411302
0.196,0.393,411353
0.196,0.393,411426
0.196,0.393,411434
0.196,0.399,411507
0.196,0.389,411531
0.196,0.393,411558
0.196,0.384,411582
0.196,0.393,411698
0.196,0.393,411701
0.196,0.399,411710
0.196,0.393,411728
0.196,0.379,411744
0.196,0.381,411752
0.196,0.393,411761
0.196,0.386,411817
0.196,0.392,411841
0.196,0.394,411868
0.196,0.394,411884
0.196,0.395,411892
0.196,0.39,411931
0.196,0.393,412015
0.196,0.393,412040
0.196,0.386,412058
0.196,0.393,412091
0.196,0.393,412163
0.196,0.387,412171
0.196,0.398,412210
0.196,0.394,412228
0.196,0.383,412244
0.196,0.39,412252
0.196,0.388,412350
0.196,0.391,412384
0.196,0.393,412414
0.196,0.393,412457
0.196,0.393,412481
0.196,0.393,412511
0.196,0.381,412538
0.196,0.393,412627
0.196,0.386,412635
0.196,0.393,412643
0.196,0.392,412724
0.196,0.393,412759
0.196,0.393,412791
0.196,0.393,412821
0.196,0.393,412830
0.196,0.391,412872
0.196,0.398,412970
0.196,0.394,412996
0.196,0.373,413038
0.196,0.393,413046
0.196,0.399,413054
0.196,0.399,413071
0.196,0.398,413089
0.196,0.394,413127
0.196,0.385,413160
0.196,0.391,413186
0.196,0.393,413194
0.196,0.393,413232
0.196,0.393,413241
0.196,0.392,413267
0.196,0.386,413275
0.196,0.393,413283
0.196,0.39,413291
0.196,0.393,413305
0.196,0.376,413313
0.196,0.394,413330
0.196,0.393,413348
0.196,0.392,413356
0.196,0.385,413372
0.196,0.358,413399
0.196,0.393,413402
0.196,0.392,413429
0.196,0.393,413437
0.196,0.398,413488
0.196,0.391,413518
0.196,0.393,413551
0.196,0.394,413593
0.196,0.373,413631
0.196,0.396,413666
0.196,0.393,413721
0.196,0.393,413747
0.196,0.393,413755
0.196,0.391,413780
0.196,0.389,413798
0.196,0.393,413810
0.196,0.396,413861
0.196,0.393,413879
0.196,0.393,413895
0.196,0.393,413933
0.196,0.393,413941
0.196,0.383,414077
0.196,0.393,414115
0.196,0.392,414131
0.196,0.392,414182
0.196,0.393,414204
0.196,0.393,414212
0.196,0.393,414263
0.196,0.358,414280
0.196,0.389,414298
0.196,0.386,414352
0.196,0.393,414387
0.196,0.398,414425
0.196,0.393,414441
0.196,0.392,414450
0.196,0.393,414468
0.196,0.395,414476
0.196,0.385,414492
0.196,0.393,414506
0.196,0.393,414531
0.196,0.399,414549
0.196,0.393,414557
0.196,0.393,414565
0.196,0.378,414573
0.196,0.392,414581
0.196,0.393,414620
0.196,0.393,414638
0.196,0.391,414646
0.196,0.393,414654
0.196,0.395,414662
0.196,0.392,414671
0.196,0.39,414689
0.196,0.394,414697
0.196,0.393,414701
0.196,0.393,414719
0.196,0.393,414727
0.196,0.392,414735
0.196,0.38,414743
0.196,0.399,414760
0.196,0.393,414794
0.196,0.394,414808
0.196,0.394,414824
0.196,0.393,414867
0.196,0.396,414891
0.196,0.393,414905
0.196,0.392,414913
0.196,0.393,414921
0.196,0.388,414930
0.196,0.387,414956
0.196,0.393,414964
0.196,0.393,414981
0.196,0.391,415014
0.196,0.393,415057
0.196,0.397,415065
0.196,0.393,415081
0.196,0.394,415090
0.196,0.393,415103
0.196,0.391,415111
0.196,0.393,415120
0.196,0.392,415146
0.196,0.396,415162
0.196,0.393,415189
0.196,0.394,415197
0.196,0.394,415201
0.196,0.398,415227
0.196,0.393,415243
0.196,0.393,415251
0.196,0.404,415260
0.196,0.398,415294
0.196,0.393,415308
0.196,0.393,415332
0.196,0.393,415383
0.196,0.371,415405
0.196,0.393,415413
0.196,0.393,415421
0.196,0.393,415430
0.196,0.393,415448
0.196,0.393,415464
0.196,0.393,415499
0.196,0.399,415502
0.196,0.397,415511
0.196,0.399,415537
0.196,0.393,415545
0.196,0.393,415553
0.196,0.394,415561
0.196,0.399,415596
0.196,0.399,415618
0.196,0.392,415626
0.196,0.392,415634
0.196,0.393,415669
0.196,0.393,415677
0.196,0.399,415685
0.196,0.399,415693
0.196,0.391,415707
0.196,0.392,415731
0.196,0.394,415766
0.196,0.39,415774
0.196,0.393,415782
0.196,0.393,415791
0.196,0.393,415804
0.196,0.393,415821
0.196,0.393,415839
0.196,0.394,415847
0.196,0.399,415855
0.196,0.393,415871
0.196,0.393,415898
0.255,0.393,27
0.216,0.398,43
0.569,0.393,51
0.235,0.394,361
0.216,0.395,477
0.255,0.395,515
0.314,0.397,582
0.216,0.394,701
0.255,0.397,884
0.196,0.396,5622
0.255,0.413,5711
0.216,0.395,6246
0.235,0.394,6980
0.392,0.393,300012
0.451,0.397,300080
0.176,0.396,300136
0.333,0.395,300195
0.157,0.394,300365
0.078,0.421,300497
0.275,0.394,300713
0.412,0.393,300730
0.294,0.395,300748
0.294,0.393,300764
0.412,0.395,300870
0.353,0.394,300926
0.353,0.393,300951
0.392,0.396,301043
0.333,0.396,301060
0.294,0.393,301124
0.333,0.396,301213
0.333,0.394,301311
0.176,0.394,301337
0.196,0.394,301396
0.275,0.394,301574
0.216,0.393,301591
0.294,0.393,301647
0.255,0.395,301728
0.235,0.396,301744
0.49,0.393,301850
0.294,0.394,301906
0.255,0.393,301949
0.353,0.393,302091
0.255,0.395,302147
0.451,0.395,302228
0.255,0.393,302490
0.451,0.393,302627
0.471,0.397,302694
0.098,0.396,302872
0.333,0.396,302881
0.275,0.394,302953
0.314,0.394,303178
0.373,0.395,303259
0.255,0.395,303267
0.431,0.393,303291
0.255,0.396,303356
0.275,0.394,303364
0.275,0.396,303585
0.392,0.394,303623
0.294,0.394,303739
0.294,0.395,303844
0.176,0.393,303976
0.235,0.393,304034
0.275,0.397,304051
0.333,0.396,304107
0.294,0.395,304123
0.451,0.393,304131
0.275,0.395,304158
0.431,0.395,304212
0.235,0.396,304344
0.255,0.395,304395
0.275,0.393,304441
0.314,0.395,304468
0.373,0.393,304476
0.275,0.394,304484
0.392,0.396,304531
0.078,0.393,304590
0.255,0.394,304638
0.216,0.397,304701
0.059,0.394,304859
0.275,0.394,304883
0.176,0.395,305227
0.314,0.393,305421
0.353,0.395,305472
0.294,0.396,305626
0.255,0.397,305740
0.588,0.397,305774
0.078,0.393,305928
0.314,0.395,305995
0.314,0.396,306045
0.235,0.395,306100
0.196,0.396,306126
0.353,0.397,306193
0.49,0.394,306207
0.333,0.395,306347
0.059,0.396,306355
0.176,0.395,306398
0.49,0.395,306428
0.294,0.395,306444
0.157,0.395,306622
0.353,0.394,306649
0.294,0.394,306665
0.353,0.393,306711
0.333,0.393,306754
0.235,0.396,306762
0.196,0.395,306886
0.235,0.396,306959
0.51,0.393,307220
0.078,0.393,307319
0.451,0.393,307351
0.157,0.395,307408
0.373,0.394,307696
0.078,0.393,307751
0.333,0.396,308005
0.412,0.394,308081
0.333,0.393,308277
0.176,0.396,308811
0.078,0.393,309028
0.176,0.395,309087
0.294,0.396,309168
0.157,0.395,309192
0.235,0.394,309222
0.314,0.395,309231
0.431,0.393,309257
0.235,0.394,309338
0.078,0.395,309362
0.529,0.393,309401
0.333,0.393,309427
0.49,0.393,309516
0.333,0.395,309524
0.314,0.393,309699
0.373,0.393,309877
0.333,0.394,309907
0.275,0.394,310042
0.353,0.397,310107
0.235,0.394,310131
0.373,0.393,310239
0.294,0.396,310247
0.059,0.397,310280
0.569,0.393,310301
0.078,0.396,310344
0.373,0.393,310361
0.078,0.393,310522
0.294,0.395,310581
0.549,0.393,310824
0.471,0.395,310891
0.196,0.398,310964
0.392,0.394,310981
0.255,0.394,311057
0.314,0.393,311146
0.275,0.395,311294
0.255,0.393,311359
0.235,0.394,311375
0.353,0.393,311391
0.314,0.396,311405
0.294,0.394,311472
0.373,0.396,311499
0.196,0.396,311618
0.314,0.394,311669
0.059,0.393,311677
0.471,0.393,311693
0.157,0.395,311715
0.314,0.395,311847
0.255,0.393,311928
0.235,0.395,311944
0.216,0.394,311961
0.078,0.397,312126
0.216,0.395,312282
0.078,0.394,312304
0.451,0.393,312321
0.314,0.394,312347
0.49,0.394,312363
0.392,0.393,312509
0.412,0.393,312525
0.392,0.394,312592
0.373,0.393,312649
0.137,0.395,312720
0.275,0.395,312762
0.216,0.395,312851
0.392,0.393,312908
0.392,0.393,313084
0.314,0.394,313149
0.255,0.393,313165
0.275,0.395,313211
0.373,0.395,313378
0.451,0.396,313475
0.255,0.394,313751
0.392,0.394,313807
0.373,0.393,313891
0.078,0.399,313904
0.216,0.397,313955
0.314,0.395,313971
0.333,0.396,314099
0.353,0.397,314102
0.216,0.397,314170
0.294,0.394,314218
0.275,0.394,314242
0.333,0.393,314251
0.373,0.395,314315
0.275,0.394,314366
0.333,0.396,314587
0.255,0.394,314609
0.078,0.395,314668
0.353,0.393,314706
0.569,0.396,314757
0.314,0.397,314781
0.373,0.393,314871
0.118,0.398,315044
0.078,0.393,315095
0.235,0.394,315265
0.078,0.482,315478
0.353,0.395,315494
0.294,0.395,315516
0.059,0.396,315567
0.451,0.396,315583
0.49,0.393,315630
0.294,0.394,315648
0.294,0.393,315681
0.235,0.395,315729
0.549,0.393,315770
0.216,0.395,315796
0.392,0.394,315818
0.412,0.398,315893
0.333,0.394,316148
0.216,0.396,316172
0.373,0.396,316296
0.255,0.395,316458
0.294,0.394,316491
0.275,0.394,316695
0.569,0.394,316741
0.078,0.407,316849
0.216,0.393,316857
0.431,0.395,316873
0.157,0.397,316881
0.059,0.393,316903
0.373,0.395,316971
0.255,0.394,316997
0.255,0.395,317012
0.255,0.393,317144
0.333,0.394,317187
0.078,0.393,317233
0.608,0.393,317462
0.255,0.393,317501
0.333,0.396,317632
0.49,0.393,317772
0.216,0.393,317896
0.176,0.397,318035
0.235,0.396,318213
0.333,0.394,318230
0.333,0.394,318299
0.255,0.394,318388
0.412,0.393,318477
0.353,0.394,318566
0.373,0.393,318744
0.294,0.396,319121
0.373,0.394,319147
0.275,0.397,319180
0.49,0.393,319236
0.373,0.394,319350
0.569,0.393,319368
0.176,0.395,319384
0.078,0.396,319422
0.216,0.396,319546
0.275,0.394,319597
0.216,0.396,319708
0.569,0.393,319872
0.255,0.395,319996
0.412,0.393,320111
0.353,0.394,320251
0.392,0.396,320269
0.314,0.395,320510
0.314,0.394,320684
0.137,0.395,320706
0.078,0.393,320820
0.373,0.394,320838
0.353,0.395,320862
0.255,0.396,320889
0.255,0.394,320897
0.431,0.395,320960
0.314,0.395,321036
0.255,0.396,321044
0.255,0.394,321087
0.333,0.393,321095
0.275,0.396,321125
0.157,0.395,321273
0.471,0.393,321320
0.353,0.394,321338
0.078,0.393,321699
0.353,0.394,321869
0.216,0.395,321931
0.314,0.395,321958
0.078,0.395,321991
0.275,0.394,322261
0.314,0.394,322326
0.314,0.395,322547
0.275,0.397,322571
0.314,0.395,322717
0.255,0.396,322831
0.314,0.394,322890
0.333,0.395,322920
0.333,0.396,322946
0.294,0.394,323004
0.333,0.395,323055
0.078,0.397,323080
0.275,0.394,323268
0.118,0.393,323349
0.275,0.395,323357
0.569,0.393,323373
0.314,0.397,323632
0.294,0.395,323811
0.176,0.396,323926
0.353,0.394,323942
0.314,0.396,323977
0.235,0.394,323993
0.255,0.394,324159
0.235,0.396,324175
0.353,0.395,324213
0.059,0.393,324299
0.314,0.395,324345
0.373,0.396,324361
0.078,0.396,324477
0.392,0.395,324493
0.373,0.396,324523
0.294,0.394,324566
0.608,0.393,324671
0.314,0.394,324698
0.216,0.396,324710
0.431,0.393,324809
0.294,0.393,325015
0.294,0.394,325031
0.392,0.395,325074
0.275,0.396,325082
0.118,0.393,325236
0.353,0.393,325465
0.157,0.395,325571
0.471,0.393,325759
0.412,0.393,325767
0.294,0.393,326046
0.294,0.395,326089
0.196,0.396,326305
0.235,0.394,326356
0.294,0.395,326500
0.353,0.398,326755
0.255,0.393,326861
0.275,0.393,326933
0.392,0.393,327093
0.196,0.396,327107
0.314,0.393,327263
0.569,0.393,327328
0.314,0.395,327352
0.255,0.393,327417
0.373,0.393,327441
0.314,0.395,327468
0.49,0.395,327492
0.078,0.393,327557
0.314,0.396,327638
0.294,0.394,327689
0.255,0.394,327867
0.333,0.395,327999
0.608,0.393,328031
0.275,0.394,328073
0.392,0.395,328201
0.196,0.394,328294
0.255,0.396,328308
0.314,0.397,328332
0.255,0.395,328375
0.078,0.395,328537
0.196,0.396,328596
0.333,0.393,328774
0.392,0.395,329207
0.51,0.395,329266
0.216,0.396,329339
0.353,0.393,329355
0.471,0.393,329371
0.216,0.396,329525
0.078,0.393,329665
0.275,0.396,329886
0.471,0.393,329967
0.431,0.393,330027
0.176,0.396,330108
0.314,0.395,330116
0.235,0.393,330264
0.059,0.393,330281
0.059,0.397,330337
0.078,0.393,330353
0.255,0.394,330566
0.078,0.393,330809
0.098,0.393,330841
0.392,0.393,330876
0.353,0.394,330892
0.314,0.393,330957
0.353,0.394,331104
0.451,0.393,331210
0.078,0.396,331317
0.275,0.395,331341
0.255,0.394,331490
0.275,0.396,331651
0.373,0.396,331805
0.059,0.393,331856
0.255,0.395,331872
0.078,0.394,331988
0.49,0.393,332101
0.078,0.398,332291
0.314,0.395,332615
0.431,0.393,332950
0.137,0.393,332992
0.353,0.396,333051
0.235,0.395,333221
0.471,0.396,333239
0.451,0.393,333328
0.333,0.394,333514
0.412,0.393,333620
0.118,0.393,333638
0.314,0.394,333662
0.294,0.393,333689
0.412,0.395,333719
0.314,0.394,333808
0.176,0.393,333867
0.314,0.393,333875
0.471,0.398,334057
0.157,0.396,334154
0.333,0.393,334243
0.294,0.394,334511
0.373,0.396,334561
0.196,0.393,334588
0.353,0.394,334651
0.059,0.393,334685
0.275,0.395,334774
0.294,0.394,334847
0.118,0.395,335070
0.176,0.396,335100
0.294,0.394,335215
0.294,0.397,335258
0.098,0.394,335410
0.314,0.394,335479
0.196,0.397,335517
0.373,0.393,335525
0.157,0.396,335541
0.353,0.393,335568
0.059,0.394,335592
0.373,0.393,335614
0.294,0.396,335657
0.216,0.397,335690
0.353,0.394,335754
0.255,0.396,335762
0.373,0.393,335789
0.275,0.395,335801
0.353,0.393,335835
0.451,0.393,335851
0.333,0.395,336017
0.51,0.393,336025
0.294,0.393,336084
0.098,0.394,336106
0.392,0.396,336122
0.078,0.396,336165
0.078,0.394,336220
0.353,0.394,336238
0.392,0.394,336432
0.588,0.393,336441
0.255,0.394,336467
0.314,0.396,336831
0.275,0.395,336858
0.431,0.394,336874
0.176,0.396,337188
0.333,0.395,337269
0.275,0.394,337374
0.078,0.393,337404
0.275,0.393,337498
0.294,0.393,337510
0.333,0.396,337561
0.412,0.394,337625
0.275,0.395,337668
0.392,0.395,337714
0.412,0.393,337781
0.196,0.394,337871
0.333,0.398,338044
0.294,0.396,338206
0.333,0.395,338214
0.255,0.397,338346
0.235,0.393,338362
0.412,0.394,338559
0.078,0.393,338648
0.078,0.396,338915
0.294,0.393,339008
0.098,0.393,339032
0.255,0.396,339091
0.275,0.393,339245
0.275,0.394,339377
0.373,0.394,339458
0.392,0.396,339539
0.059,0.397,339547
0.255,0.395,339601
0.078,0.424,339636
0.216,0.395,339679
0.353,0.393,339750
0.333,0.393,339938
0.196,0.395,339954
0.431,0.393,340049
0.078,0.394,340103
0.294,0.395,340120
0.353,0.394,340146
0.412,0.393,340162
0.725,0.393,340219
0.353,0.393,340227
0.255,0.396,340251
0.157,0.393,340332
0.49,0.394,340561
0.314,0.395,340782
0.275,0.395,340952
0.353,0.393,341193
0.49,0.394,341550
0.333,0.396,341819
0.431,0.393,341894
0.314,0.396,341941
0.314,0.394,342033
0.196,0.394,342084
0.275,0.395,342131
0.451,0.394,342157
0.235,0.397,342203
0.275,0.394,342335
0.216,0.394,342343
0.294,0.395,342386
0.373,0.394,342408
0.392,0.393,342467
0.294,0.395,342505
0.294,0.394,342556
0.078,0.399,342611
0.314,0.395,342807
0.451,0.394,342815
0.471,0.395,342955
0.412,0.393,342998
0.314,0.393,343013
0.294,0.395,343056
0.373,0.393,343064
0.392,0.393,343129
0.294,0.393,343153
0.176,0.396,343196
0.176,0.396,343269
0.216,0.396,343315
0.078,0.394,343331
0.059,0.393,343340
0.294,0.394,343404
0.392,0.397,343463
0.412,0.396,343676
0.176,0.397,343684
0.333,0.397,343722
0.314,0.394,343731
0.451,0.393,343765
0.431,0.393,343811
0.059,0.395,343889
0.392,0.393,343919
0.078,0.393,344010
0.392,0.393,344095
0.412,0.395,344141
0.294,0.395,344150
0.078,0.393,344184
0.314,0.396,344362
0.255,0.394,344397
0.294,0.394,344443
0.314,0.395,344451
0.098,0.394,344486
0.353,0.396,344583
0.294,0.393,344681
0.255,0.397,344729
0.333,0.393,344788
0.353,0.394,344800
0.529,0.394,344818
0.353,0.393,344877
0.216,0.394,344885
0.294,0.395,344915
0.314,0.394,345091
0.451,0.395,345164
0.314,0.395,345270
0.373,0.394,345318
0.294,0.396,345458
0.255,0.393,345571
0.314,0.393,345598
0.176,0.397,345709
0.431,0.394,345741
0.196,0.394,345776
0.353,0.395,345822
0.373,0.394,346004
0.275,0.395,346209
0.098,0.394,346276
0.392,0.396,346292
0.412,0.394,346411
0.255,0.394,346471
0.078,0.39,346659
0.353,0.394,346870
0.373,0.393,346926
0.235,0.395,346951
0.294,0.394,347108
0.294,0.393,347132
0.314,0.396,347183
0.333,0.394,347230
0.51,0.393,347272
0.353,0.393,347302
0.314,0.394,347361
0.353,0.393,347477
0.294,0.394,347507
0.431,0.394,347591
0.412,0.394,347604
0.216,0.395,347655
0.235,0.397,347736
0.373,0.395,347744
0.275,0.395,347795
0.412,0.393,347825
0.392,0.396,348066
0.196,0.394,348082
0.235,0.394,348180
0.235,0.395,348244
0.353,0.393,348252
0.275,0.396,348261
0.255,0.396,348295
0.333,0.395,348350
0.412,0.395,348406
0.059,0.395,348457
0.314,0.396,348520
0.275,0.394,348635
0.471,0.393,348732
0.216,0.394,348805
0.353,0.395,348830
0.51,0.395,348864
0.333,0.394,348899
0.373,0.393,349011
0.353,0.393,349127
0.353,0.394,349194
0.333,0.396,349283
0.373,0.393,349291
0.176,0.396,349534
0.255,0.394,349682
0.235,0.395,349712
0.176,0.396,349739
0.451,0.394,349755
0.059,0.393,349917
0.373,0.393,350095
0.314,0.395,350117
0.216,0.393,350141
0.078,0.393,350206
0.353,0.396,350222
0.275,0.395,350249
0.392,0.395,350290
0.608,0.393,350338
0.275,0.395,350346
0.314,0.393,350362
0.314,0.394,350371
0.314,0.396,350494
0.275,0.396,350559
0.235,0.394,350630
0.314,0.396,350648
0.275,0.395,350699
0.275,0.393,350729
0.059,0.395,350770
0.314,0.393,351032
0.314,0.395,351091
0.471,0.394,351113
0.176,0.395,351202
0.235,0.393,351270
0.49,0.394,351351
0.235,0.396,351407
0.275,0.395,351563
0.373,0.394,351628
0.235,0.396,351644
0.451,0.397,351679
0.255,0.395,351695
0.294,0.395,351776
0.176,0.397,351792
0.294,0.394,351890
0.294,0.396,352055
0.137,0.397,352152
0.216,0.396,352179
0.314,0.396,352187
0.196,0.395,352314
0.078,0.396,352331
0.235,0.396,352501
0.176,0.395,352519
0.373,0.393,352527
0.451,0.393,352543
0.294,0.395,352586
0.235,0.394,352683
0.275,0.397,352861
0.294,0.394,352942
0.647,0.393,353019
0.333,0.397,353027
0.294,0.397,353060
0.49,0.394,353264
0.059,0.393,353353
0.353,0.396,353477
0.294,0.394,353574
0.255,0.395,353663
0.275,0.396,353698
0.373,0.393,353752
0.294,0.397,353876
0.431,0.393,353892
0.314,0.394,354031
0.255,0.397,354066
0.157,0.395,354279
0.275,0.395,354295
0.275,0.396,354325
0.353,0.396,354350
0.059,0.396,354511
0.059,0.394,354554
0.314,0.395,354562
0.255,0.395,354619
0.196,0.396,354627
0.314,0.397,354678
0.255,0.395,354686
0.275,0.394,354741
0.059,0.396,354783
0.314,0.394,354821
0.294,0.396,354996
0.059,0.394,355097
0.471,0.394,355135
0.078,0.397,355151
0.255,0.397,355241
0.176,0.397,355356
0.275,0.394,355577
0.255,0.396,355593
0.157,0.395,355691
0.294,0.396,355721
0.294,0.395,355879
0.333,0.395,355950
0.431,0.395,356085
0.294,0.394,356107
0.353,0.396,356123
0.412,0.395,356140
0.412,0.394,356191
0.294,0.396,356212
0.51,0.397,356301
0.216,0.397,356417
0.078,0.393,356476
0.118,0.394,356573
0.235,0.394,356581
0.314,0.394,356832
0.157,0.396,357022
0.294,0.395,357065
0.294,0.393,357138
0.51,0.393,357146
0.353,0.395,357227
0.275,0.396,357260
0.333,0.394,357294
0.451,0.393,357383
0.176,0.395,357391
