y_true,y_hat,ops
0.529,0.404,369292
0.529,0.398,369373
0.529,0.396,369411
0.529,0.393,369462
0.529,0.393,369616
0.529,0.411,369659
0.529,0.395,369934
0.529,0.393,370070
0.529,0.395,370088
0.529,0.394,370258
0.529,0.399,370321
0.529,0.398,370339
0.529,0.393,370363
0.529,0.393,370568
0.529,0.393,370584
0.529,0.397,370681
0.529,0.398,370711
0.529,0.399,370746
0.529,0.393,370762
0.529,0.397,370975
0.529,0.395,371106
0.529,0.396,371254
0.529,0.396,371343
0.529,0.396,371564
0.529,0.394,371629
0.529,0.395,371777
0.529,0.393,371891
0.529,0.4,372030
0.529,0.399,372404
0.529,0.398,372561
0.529,0.398,372609
0.529,0.393,372960
0.529,0.392,373010
0.529,0.393,373109
0.529,0.394,373141
0.529,0.393,373788
0.529,0.399,373907
0.529,0.399,374300
0.529,0.399,374326
0.529,0.4,374440
0.529,0.393,374563
0.529,0.393,374903
0.529,0.398,375268
0.529,0.393,375454
0.529,0.4,375471
0.529,0.399,375764
0.529,0.64,375918
0.529,0.399,376345
0.529,0.396,376493
0.529,0.399,376604
0.529,0.393,376663
0.529,0.399,377228
0.529,0.399,377252
0.529,0.399,377368
0.529,0.397,378038
0.529,0.393,378348
0.529,0.393,378577
0.529,0.394,378682
0.529,0.395,378941
0.529,0.396,379280
0.529,0.393,379557
0.529,0.399,379697
0.529,0.393,379778
0.529,0.395,379891
0.529,0.397,379956
0.529,0.393,380041
0.529,0.413,380555
0.529,0.393,380563
0.529,0.393,381144
0.529,0.393,381161
0.529,0.399,382108
0.529,0.393,382281
0.529,0.393,382337
0.529,0.394,382442
0.529,0.391,382540
0.529,0.395,382574
0.529,0.398,382639
0.529,0.395,382655
0.529,0.399,382833
0.529,0.395,382868
0.529,0.397,382876
0.529,0.393,383520
0.529,0.394,383538
0.529,0.393,383929
0.529,0.397,383945
0.529,0.395,384003
0.529,0.397,384054
0.529,0.396,384356
0.529,0.4,384577
0.529,0.394,384585
0.529,0.399,384704
0.529,0.398,384739
0.529,0.393,384844
0.529,0.395,385255
0.529,0.395,385620
0.529,0.399,385697
0.529,0.395,385751
0.529,0.393,386219
0.529,0.393,386588
0.529,0.399,386596
0.529,0.394,386898
0.529,0.398,386901
0.529,0.393,387185
0.529,0.394,387495
0.529,0.393,388092
0.529,0.398,388122
0.529,0.395,388742
0.529,0.393,389358
0.529,0.395,389421
0.529,0.393,389854
0.529,0.404,390178
0.529,0.393,390259
0.529,0.399,390372
0.529,0.4,391298
0.529,0.394,391727
0.529,0.393,392154
0.529,0.394,392391
0.529,0.397,392634
0.529,0.396,392804
0.529,0.485,393321
0.529,0.395,393533
0.529,0.393,394009
0.529,0.4,394271
0.529,0.394,394734
0.529,0.399,395340
0.529,0.398,395480
0.529,0.393,397245
0.529,0.394,397865
0.529,0.409,399442
0.529,0.395,400106
0.529,0.395,400114
0.529,0.393,400190
0.529,0.395,400246
0.529,0.394,400271
0.529,0.406,400289
0.529,0.393,400297
0.529,0.397,400319
0.529,0.398,400327
0.529,0.399,400343
0.529,0.423,400360
0.529,0.393,400386
0.529,0.394,400408
0.529,0.393,400416
0.529,0.393,400459
0.529,0.399,400467
0.529,0.393,400521
0.725,0.399,400530
0.529,0.393,400556
0.529,0.393,400572
0.529,0.394,400629
0.529,0.393,400661
0.529,0.393,400734
0.529,0.393,400742
0.529,0.396,400785
0.529,0.393,400874
0.529,0.393,400882
0.529,0.393,400947
0.529,0.393,401021
0.529,0.395,401072
0.529,0.393,401081
0.529,0.393,401102
0.529,0.393,401111
0.529,0.4,401137
0.529,0.392,401153
0.529,0.399,401196
0.529,0.393,401200
0.529,0.393,401242
0.529,0.393,401277
0.529,0.393,401293
0.529,0.393,401340
0.529,0.393,401382
0.529,0.393,401455
0.529,0.393,401463
0.529,0.394,401480
0.529,0.393,401501
0.529,0.393,401587
0.529,0.393,401595
0.529,0.394,401609
0.529,0.393,401757
0.529,0.393,401773
0.529,0.395,401781
0.529,0.398,401803
0.529,0.393,401811
0.529,0.394,401846
0.529,0.393,401871
0.529,0.395,401897
0.529,0.393,401919
0.529,0.393,401978
0.529,0.393,401986
0.529,0.393,402001
0.529,0.393,402010
0.529,0.393,402036
0.529,0.399,402052
0.529,0.394,402095
0.529,0.398,402109
0.529,0.393,402117
0.529,0.394,402125
0.529,0.393,402141
0.529,0.397,402150
0.529,0.393,402206
0.529,0.393,402214
0.529,0.393,402222
0.529,0.393,402346
0.529,0.397,402354
0.529,0.393,402362
0.529,0.393,402419
0.529,0.393,402427
0.529,0.394,402460
0.529,0.393,402478
0.529,0.393,402516
0.529,0.399,402541
0.529,0.393,402583
0.529,0.393,402699
0.529,0.398,402753
0.529,0.393,402770
0.529,0.401,402796
0.529,0.394,402834
0.529,0.399,402851
0.529,0.393,402893
0.529,0.393,402915
0.529,0.399,402923
0.529,0.393,402931
0.529,0.393,402958
0.529,0.399,402966
0.529,0.393,402982
0.529,0.393,402991
0.529,0.393,403075
0.529,0.393,403130
0.529,0.393,403156
0.529,0.393,403202
0.529,0.393,403237
0.529,0.393,403245
0.529,0.393,403261
0.529,0.393,403300
0.529,0.393,403326
0.529,0.393,403334
0.529,0.399,403369
0.529,0.393,403385
0.529,0.393,403458
0.529,0.393,403512
0.529,0.393,403521
0.529,0.393,403571
0.529,0.397,403580
0.529,0.393,403628
0.529,0.393,403636
0.529,0.393,403709
0.549,0.393,403768
0.529,0.399,403784
0.529,0.399,403814
0.529,0.393,403849
0.529,0.393,403865
0.529,0.393,403873
0.529,0.437,403911
0.529,0.394,403920
0.529,0.393,403962
0.529,0.393,403997
0.529,0.399,404039
0.529,0.393,404047
0.529,0.393,404128
0.529,0.397,404136
0.529,0.393,404187
0.529,0.393,404225
0.529,0.399,404241
0.529,0.393,404250
0.529,0.393,404306
0.529,0.393,404331
0.529,0.393,404365
0.529,0.393,404381
0.529,0.395,404390
0.529,0.393,404497
0.529,0.393,404519
0.529,0.393,404527
0.529,0.399,404535
0.529,0.399,404543
0.529,0.393,404594
0.529,0.393,404608
0.529,0.399,404713
0.529,0.399,404748
0.529,0.393,404772
0.529,0.399,404781
0.529,0.399,404802
0.529,0.393,404811
0.529,0.395,404829
0.529,0.393,404845
0.529,0.394,404888
0.529,0.393,404900
0.529,0.399,404918
0.529,0.393,404942
0.529,0.393,404993
0.529,0.393,405051
0.529,0.399,405060
0.529,0.396,405108
0.529,0.394,405124
0.529,0.393,405141
0.529,0.397,405230
0.529,0.399,405248
0.529,0.393,405281
0.529,0.393,405302
0.529,0.406,405400
0.529,0.393,405418
0.529,0.393,405434
0.529,0.393,405507
0.529,0.399,405515
0.529,0.393,405523
0.529,0.393,405582
0.529,0.393,405604
0.529,0.399,405647
0.529,0.397,405671
0.529,0.393,405680
0.529,0.399,405710
0.529,0.393,405752
0.529,0.393,405761
0.529,0.393,405795
0.529,0.393,405922
0.529,0.393,405931
0.529,0.393,405965
0.529,0.393,405973
0.529,0.393,406104
0.529,0.393,406121
0.529,0.393,406171
0.529,0.393,406201
0.529,0.393,406210
0.529,0.393,406236
0.529,0.393,406244
0.529,0.393,406279
0.529,0.393,406295
0.529,0.393,406350
0.529,0.394,406406
0.529,0.399,406414
0.529,0.393,406449
0.529,0.393,406457
0.529,0.393,406481
0.529,0.393,406490
0.529,0.393,406503
0.529,0.396,406546
0.529,0.396,406554
0.529,0.399,406562
0.529,0.393,406571
0.529,0.393,406589
0.529,0.393,406627
0.529,0.393,406635
0.529,0.393,406643
0.529,0.393,406651
0.529,0.393,406708
0.529,0.394,406741
0.529,0.394,406759
0.529,0.394,406783
0.529,0.393,406805
0.529,0.393,406813
0.529,0.393,406830
0.529,0.393,406848
0.529,0.393,406881
0.529,0.393,406937
0.529,0.394,406945
0.529,0.393,406988
0.529,0.398,407011
0.529,0.394,407062
0.529,0.393,407071
0.529,0.393,407089
0.529,0.392,407097
0.529,0.393,407119
0.529,0.393,407186
0.529,0.396,407208
0.529,0.393,407224
0.529,0.394,407241
0.529,0.393,407283
0.529,0.396,407291
0.529,0.399,407313
0.529,0.394,407330
0.529,0.394,407381
0.529,0.399,407402
0.529,0.393,407437
0.529,0.394,407496
0.529,0.393,407500
0.529,0.393,407534
0.529,0.393,407569
0.529,0.393,407593
0.529,0.393,407607
0.529,0.393,407623
0.529,0.393,407631
0.529,0.393,407682
0.529,0.399,407704
0.529,0.396,407755
0.529,0.393,407780
0.529,0.393,407852
0.529,0.393,407861
0.529,0.394,407879
0.529,0.393,407887
0.529,0.393,407909
0.529,0.393,407941
0.529,0.393,407968
0.529,0.393,408026
0.529,0.393,408034
0.529,0.399,408069
0.529,0.393,408093
0.529,0.393,408123
0.529,0.395,408158
0.529,0.393,408212
0.529,0.399,408221
0.529,0.393,408239
0.529,0.393,408263
0.529,0.393,408271
0.549,0.393,408280
0.529,0.393,408298
0.725,0.399,408301
0.529,0.393,408310
0.529,0.399,408328
0.529,0.393,408379
0.529,0.39,408476
0.529,0.393,408484
0.529,0.4,408506
0.529,0.395,408514
0.529,0.399,408522
0.529,0.393,408531
0.529,0.393,408565
0.529,0.399,408603
0.529,0.399,408654
0.529,0.393,408662
0.529,0.393,408701
0.529,0.399,408751
0.529,0.395,408794
0.529,0.399,408816
0.529,0.409,408824
0.529,0.393,408832
0.529,0.393,408859
0.529,0.397,408867
0.529,0.399,408875
0.529,0.393,408883
0.529,0.393,408905
0.529,0.393,408913
0.529,0.393,408948
0.529,0.393,408964
0.529,0.394,408999
0.529,0.393,409014
0.529,0.398,409022
0.529,0.393,409081
0.529,0.393,409103
0.529,0.398,409120
0.529,0.393,409189
0.529,0.399,409197
0.529,0.393,409219
0.529,0.394,409235
0.529,0.393,409243
0.529,0.393,409251
0.529,0.393,409260
0.529,0.393,409286
0.529,0.393,409308
0.529,0.393,409359
0.529,0.393,409405
0.529,0.395,409413
0.529,0.393,409464
0.529,0.399,409511
0.529,0.398,409553
0.529,0.393,409588
0.529,0.393,409596
0.529,0.398,409634
0.529,0.399,409642
0.529,0.393,409669
0.529,0.399,409685
0.529,0.399,409693
0.529,0.399,409707
0.529,0.393,409715
0.529,0.393,409731
0.529,0.393,409758
0.529,0.393,409791
0.529,0.399,409804
0.529,0.403,409839
0.529,0.393,409847
0.529,0.393,409995
0.529,0.393,410004
0.725,0.399,410021
0.529,0.398,410047
0.529,0.393,410071
0.529,0.393,410098
0.529,0.393,410110
0.529,0.398,410128
0.529,0.393,410136
0.529,0.393,410152
0.529,0.398,410179
0.529,0.393,410187
0.529,0.393,410225
0.529,0.399,410276
0.529,0.393,410284
0.529,0.395,410292
0.529,0.393,410306
0.529,0.399,410322
0.529,0.393,410331
0.529,0.394,410365
0.529,0.398,410373
0.529,0.399,410411
0.529,0.393,410420
0.529,0.399,410438
0.529,0.393,410471
0.529,0.399,410497
0.529,0.393,410543
0.529,0.393,410608
0.529,0.393,410616
0.529,0.393,410624
0.529,0.393,410632
0.529,0.394,410721
0.529,0.393,410781
0.529,0.393,410888
0.529,0.399,410896
0.529,0.399,410900
0.529,0.393,410926
0.529,0.398,410942
0.529,0.393,410951
0.529,0.397,410969
0.529,0.399,410985
0.529,0.394,411027
0.529,0.399,411035
0.529,0.395,411051
0.529,0.393,411078
0.529,0.393,411086
0.529,0.393,411116
0.529,0.393,411124
0.529,0.399,411132
0.529,0.394,411159
0.529,0.395,411175
0.529,0.395,411213
0.529,0.393,411221
0.529,0.394,411230
0.529,0.398,411248
0.529,0.393,411256
0.529,0.394,411264
0.529,0.393,411272
0.529,0.393,411281
0.529,0.399,411299
0.529,0.393,411302
0.529,0.399,411311
0.529,0.399,411329
0.529,0.399,411337
0.529,0.393,411353
0.725,0.399,411361
0.529,0.393,411400
0.529,0.395,411418
0.529,0.393,411426
0.529,0.393,411434
0.529,0.393,411469
0.529,0.393,411485
0.529,0.395,411493
0.529,0.399,411507
0.529,0.393,411515
0.529,0.401,411531
0.529,0.393,411540
0.529,0.393,411558
0.529,0.395,411566
0.529,0.395,411574
0.529,0.393,411582
0.529,0.399,411604
0.549,0.393,411647
0.529,0.393,411655
0.529,0.393,411663
0.529,0.399,411680
0.529,0.396,411698
0.529,0.395,411701
0.529,0.393,411710
0.529,0.393,411728
0.529,0.393,411744
0.529,0.394,411752
0.529,0.393,411761
0.529,0.399,411817
0.529,0.399,411833
0.529,0.393,411841
0.529,0.393,411868
0.529,0.393,411876
0.529,0.393,411884
0.529,0.394,411892
0.529,0.394,411914
0.529,0.394,411931
0.529,0.393,411949
0.529,0.393,411957
0.529,0.393,412007
0.529,0.399,412015
0.529,0.394,412023
0.529,0.399,412031
0.529,0.393,412040
0.529,0.399,412058
0.529,0.393,412091
0.529,0.393,412112
0.529,0.399,412139
0.529,0.393,412163
0.529,0.393,412171
0.529,0.399,412198
0.529,0.399,412201
0.529,0.393,412210
0.529,0.393,412228
0.529,0.393,412244
0.529,0.393,412252
0.529,0.399,412295
0.529,0.393,412325
0.529,0.399,412333
0.529,0.394,412350
0.529,0.393,412368
0.529,0.393,412376
0.529,0.394,412384
0.529,0.399,412414
0.529,0.399,412422
0.529,0.393,412449
0.529,0.393,412457
0.529,0.399,412465
0.529,0.393,412481
0.529,0.398,412511
0.529,0.394,412520
0.529,0.394,412538
0.529,0.393,412627
0.529,0.394,412635
0.529,0.393,412643
0.529,0.393,412660
0.529,0.393,412708
0.529,0.399,412716
0.529,0.396,412724
0.529,0.393,412759
0.529,0.393,412767
0.529,0.393,412791
0.529,0.419,412805
0.529,0.393,412813
0.529,0.393,412821
0.529,0.393,412830
0.529,0.397,412848
0.529,0.393,412856
0.529,0.393,412872
0.529,0.399,412881
0.529,0.399,412899
0.529,0.393,412937
0.529,0.393,412945
0.529,0.393,412953
0.529,0.393,412961
0.529,0.393,412970
0.529,0.393,412996
0.529,0.399,413011
0.529,0.394,413038
0.529,0.399,413046
0.529,0.393,413054
0.725,0.399,413062
0.529,0.399,413071
0.529,0.399,413089
0.529,0.399,413097
0.529,0.394,413101
0.529,0.393,413127
0.529,0.393,413135
0.529,0.399,413151
0.529,0.394,413160
0.529,0.393,413186
0.529,0.393,413194
0.529,0.399,413208
0.529,0.393,413224
0.529,0.393,413232
0.529,0.393,413241
0.529,0.394,413267
0.529,0.393,413275
0.529,0.393,413283
0.529,0.393,413291
0.529,0.397,413305
0.529,0.397,413313
0.529,0.393,413321
0.529,0.393,413330
0.529,0.393,413348
0.529,0.394,413356
0.529,0.393,413364
0.529,0.409,413372
0.529,0.413,413399
0.529,0.393,413402
0.529,0.393,413411
0.529,0.393,413429
0.529,0.393,413437
0.529,0.399,413470
0.529,0.393,413488
0.529,0.394,413500
0.529,0.393,413518
0.529,0.395,413526
0.529,0.393,413542
0.529,0.393,413551
0.529,0.393,413577
0.529,0.393,413585
0.529,0.393,413593
0.529,0.393,413623
0.529,0.393,413631
0.529,0.395,413666
0.529,0.393,413674
0.529,0.399,413712
0.529,0.393,413721
0.529,0.394,413739
0.529,0.393,413747
0.529,0.393,413755
0.529,0.393,413763
0.529,0.393,413780
0.529,0.393,413798
0.529,0.399,413801
0.529,0.394,413810
0.529,0.393,413844
0.529,0.393,413861
0.529,0.398,413879
0.529,0.399,413887
0.529,0.393,413895
0.725,0.399,413909
0.529,0.393,413917
0.529,0.393,413925
0.529,0.399,413933
0.529,0.393,413941
0.529,0.399,413968
0.529,0.399,413976
0.529,0.399,413984
0.529,0.399,414000
0.725,0.399,414042
0.529,0.393,414051
0.529,0.394,414069
0.529,0.393,414077
0.529,0.399,414115
0.725,0.399,414123
0.529,0.393,414131
0.725,0.399,414166
0.529,0.396,414182
0.529,0.393,414204
0.529,0.393,414212
0.529,0.393,414263
0.529,0.394,414280
0.529,0.393,414298
0.529,0.399,414310
0.529,0.393,414328
0.529,0.393,414336
0.529,0.393,414344
0.529,0.393,414352
0.529,0.393,414387
0.529,0.401,414395
0.529,0.399,414409
0.529,0.399,414417
0.529,0.399,415171
0.451,0.393,300012
0.451,0.393,300080
0.451,0.396,300136
0.451,0.394,300195
0.451,0.394,300365
0.451,0.393,300683
0.451,0.394,300713
0.451,0.396,300730
0.451,0.397,300748
0.451,0.394,300764
0.451,0.393,300870
0.451,0.399,300896
0.451,0.395,300926
0.451,0.4,300951
0.451,0.399,301043
0.451,0.397,301060
0.451,0.399,301086
0.451,0.395,301124
0.451,0.393,301213
0.451,0.399,301299
0.451,0.396,301311
0.451,0.448,301337
0.451,0.394,301396
0.451,0.396,301574
0.451,0.406,301591
0.451,0.394,301647
0.451,0.393,301728
0.451,0.395,301744
0.451,0.398,301850
0.451,0.393,301906
0.451,0.398,301949
0.451,0.393,302091
0.451,0.394,302147
0.451,0.394,302228
0.451,0.399,302490
0.451,0.393,302511
0.451,0.394,302627
0.451,0.396,302694
0.451,0.419,302872
0.451,0.394,302881
0.451,0.394,302902
0.451,0.39,302953
0.451,0.399,303020
0.451,0.393,303089
0.451,0.432,303178
0.451,0.394,303259
0.451,0.396,303267
0.451,0.393,303291
0.451,0.398,303356
0.451,0.399,303364
0.451,0.399,303569
0.451,0.395,303585
0.451,0.403,303623
0.451,0.393,303691
0.451,0.398,303739
0.451,0.394,303844
0.451,0.408,303976
0.451,0.393,304034
0.451,0.405,304051
0.451,0.394,304107
0.451,0.395,304123
0.451,0.393,304131
0.451,0.405,304158
0.451,0.393,304212
0.451,0.394,304344
0.451,0.397,304395
0.451,0.399,304409
0.451,0.393,304441
0.451,0.393,304468
0.451,0.394,304476
0.451,0.393,304484
0.451,0.398,304522
0.451,0.396,304531
0.451,0.399,304590
0.451,0.398,304638
0.451,0.426,304662
0.451,0.392,304701
0.451,0.394,304859
0.451,0.398,304883
0.451,0.399,304956
0.451,0.395,305227
0.451,0.393,305243
0.451,0.639,305316
0.451,0.396,305421
0.451,0.397,305472
0.451,0.401,305600
0.451,0.397,305626
0.451,0.396,305740
0.451,0.388,305774
0.451,0.397,305791
0.451,0.393,305928
0.451,0.397,305995
0.451,0.399,306045
0.451,0.399,306100
0.451,0.398,306126
0.451,0.393,306193
0.451,0.393,306207
0.451,0.393,306347
0.451,0.397,306355
0.451,0.396,306398
0.451,0.4,306428
0.451,0.393,306444
0.451,0.367,306622
0.451,0.393,306649
0.451,0.397,306665
0.451,0.393,306711
0.451,0.392,306754
0.451,0.395,306762
0.451,0.393,306771
0.451,0.414,306886
0.451,0.393,306932
0.451,0.397,306959
0.451,0.402,307319
0.451,0.393,307351
0.451,0.397,307408
0.451,0.394,307696
0.451,0.399,307751
0.451,0.394,307815
0.451,0.395,308005
0.451,0.393,308081
0.451,0.394,308111
0.451,0.393,308277
0.451,0.397,308421
0.451,0.393,308684
0.451,0.395,308811
0.451,0.393,308960
0.451,0.394,309028
0.451,0.396,309087
0.451,0.393,309168
0.451,0.394,309192
0.451,0.393,309214
0.451,0.397,309222
0.451,0.395,309231
0.451,0.393,309257
0.451,0.395,309338
0.451,0.393,309401
0.451,0.393,309427
0.451,0.393,309516
0.451,0.396,309524
0.451,0.395,309699
0.451,0.399,309711
0.451,0.398,309877
0.451,0.395,309907
0.451,0.393,309958
0.451,0.393,310042
0.451,0.394,310085
0.451,0.393,310107
0.451,0.393,310131
0.451,0.399,310166
0.451,0.393,310239
0.451,0.394,310247
0.451,0.396,310280
0.451,0.394,310301
0.451,0.395,310344
0.451,0.393,310361
0.451,0.393,310581
0.451,0.393,310824
0.451,0.395,310859
0.451,0.396,310891
0.451,0.397,310964
0.451,0.398,310981
0.451,0.393,311057
0.451,0.393,311146
0.451,0.406,311162
0.451,0.394,311294
0.451,0.39,311359
0.451,0.414,311375
0.451,0.395,311391
0.451,0.396,311405
0.451,0.394,311472
0.451,0.395,311481
0.451,0.398,311499
0.451,0.398,311618
0.451,0.394,311669
0.451,0.394,311677
0.451,0.394,311693
0.451,0.396,311715
0.451,0.395,311847
0.451,0.393,311928
0.451,0.396,311944
0.451,0.394,311961
0.451,0.436,312029
0.451,0.397,312282
0.451,0.399,312304
0.451,0.394,312321
0.451,0.395,312347
0.451,0.393,312363
0.451,0.393,312509
0.451,0.393,312525
0.451,0.394,312592
0.451,0.393,312649
0.451,0.393,312720
0.451,0.4,312762
0.451,0.389,312851
0.451,0.393,312908
0.451,0.403,312924
0.451,0.396,313084
0.451,0.394,313149
0.451,0.394,313165
0.451,0.401,313211
0.451,0.398,313220
0.451,0.393,313378
0.451,0.396,313475
0.451,0.393,313751
0.451,0.393,313807
0.451,0.393,313891
0.451,0.396,313955
0.451,0.397,313971
0.451,0.395,314099
0.451,0.398,314102
0.451,0.4,314170
0.451,0.391,314218
0.451,0.395,314242
0.451,0.393,314251
0.451,0.396,314315
0.451,0.393,314366
0.451,0.399,314561
0.451,0.396,314587
0.451,0.396,314609
0.451,0.394,314692
0.451,0.396,314706
0.451,0.393,314757
0.451,0.396,314781
0.451,0.393,314871
0.451,0.399,314889
0.451,0.394,315265
0.451,0.393,315371
0.451,0.395,315494
0.451,0.4,315516
0.451,0.4,315567
0.451,0.399,315591
0.451,0.393,315630
0.451,0.396,315648
0.451,0.393,315681
0.451,0.395,315729
0.451,0.402,315761
0.451,0.393,315770
0.451,0.401,315796
0.451,0.398,315818
0.451,0.395,315893
0.451,0.394,316148
0.451,0.397,316172
0.451,0.394,316296
0.451,0.395,316326
0.451,0.393,316458
0.451,0.399,316491
0.451,0.396,316695
0.451,0.393,316857
0.451,0.393,316873
0.451,0.398,316881
0.451,0.394,316903
0.451,0.396,316971
0.451,0.393,316997
0.451,0.393,317012
0.451,0.396,317144
0.451,0.394,317187
0.451,0.397,317250
0.451,0.402,317306
0.451,0.402,317403
0.451,0.399,317462
0.451,0.396,317501
0.451,0.394,317632
0.451,0.393,317772
0.451,0.394,317896
0.451,0.393,317951
0.451,0.395,318027
0.451,0.397,318035
0.451,0.392,318213
0.451,0.396,318221
0.451,0.393,318230
0.451,0.392,318299
0.451,0.397,318388
0.451,0.393,318477
0.451,0.394,318558
0.451,0.394,318566
0.451,0.399,318728
0.451,0.393,318744
0.451,0.397,318906
0.451,0.396,319121
0.451,0.434,319139
0.451,0.396,319147
0.451,0.395,319180
0.451,0.395,319236
0.451,0.394,319350
0.451,0.393,319368
0.451,0.389,319384
0.451,0.401,319422
0.451,0.396,319546
0.451,0.393,319597
0.451,0.393,319635
0.451,0.394,319694
0.451,0.396,319708
0.451,0.393,319872
0.451,0.403,319996
0.451,0.393,320111
0.451,0.395,320251
0.451,0.395,320269
0.451,0.397,320510
0.451,0.393,320684
0.451,0.399,320706
0.451,0.393,320790
0.451,0.397,320838
0.451,0.394,320862
0.451,0.394,320889
0.451,0.391,320897
0.451,0.399,320960
0.451,0.393,321036
0.451,0.405,321044
0.451,0.394,321087
0.451,0.396,321095
0.451,0.395,321109
0.451,0.395,321125
0.451,0.399,321273
0.451,0.393,321320
0.451,0.396,321338
0.451,0.402,321877
0.451,0.394,321931
0.451,0.393,321958
0.451,0.395,321991
0.451,0.394,322261
0.451,0.394,322326
0.451,0.393,322393
0.451,0.398,322547
0.451,0.391,322571
0.451,0.394,322717
0.451,0.398,322831
0.451,0.394,322890
0.451,0.393,322903
0.451,0.394,322920
0.451,0.396,322946
0.451,0.397,323004
0.451,0.395,323055
0.451,0.393,323179
0.451,0.393,323233
0.451,0.394,323268
0.451,0.395,323349
0.451,0.402,323357
0.451,0.393,323373
0.451,0.406,323446
0.451,0.399,323632
0.451,0.401,323756
0.451,0.396,323811
0.451,0.396,323870
0.451,0.399,323926
0.451,0.398,323942
0.451,0.394,323977
0.451,0.39,323993
0.451,0.394,324159
0.451,0.393,324175
0.451,0.396,324205
0.451,0.386,324213
0.451,0.394,324299
0.451,0.395,324345
0.451,0.335,324361
0.451,0.393,324451
0.451,0.399,324477
0.451,0.394,324493
0.451,0.393,324523
0.451,0.394,324566
0.451,0.399,324671
0.451,0.394,324698
0.451,0.395,324710
0.451,0.398,324809
0.451,0.399,324892
0.451,0.394,324914
0.451,0.394,325015
0.451,0.394,325031
0.451,0.395,325074
0.451,0.396,325082
0.451,0.451,325236
0.451,0.445,325252
0.451,0.399,325341
0.451,0.399,325368
0.451,0.398,325465
0.451,0.393,325562
0.451,0.399,325571
0.451,0.394,325759
0.451,0.394,325767
0.451,0.393,326046
0.451,0.41,326054
0.451,0.399,326089
0.451,0.358,326305
0.451,0.395,326356
0.451,0.398,326500
0.451,0.396,326755
0.451,0.42,326861
0.451,0.396,326933
0.451,0.399,327000
0.451,0.396,327093
0.451,0.412,327107
0.451,0.398,327115
0.451,0.398,327263
0.451,0.393,327328
0.451,0.394,327352
0.451,0.393,327417
0.451,0.396,327441
0.451,0.394,327450
0.451,0.396,327468
0.451,0.393,327492
0.451,0.393,327557
0.451,0.397,327638
0.451,0.399,327689
0.451,0.395,327867
0.451,0.404,327999
0.451,0.393,328031
0.451,0.477,328073
0.451,0.393,328201
0.451,0.403,328294
0.451,0.394,328308
0.451,0.395,328332
0.451,0.4,328375
0.451,0.393,328499
0.451,0.395,328537
0.451,0.398,328596
0.451,0.395,328774
0.451,0.403,328901
0.451,0.395,329207
0.451,0.407,329266
0.451,0.397,329339
0.451,0.393,329355
0.451,0.396,329371
0.451,0.408,329525
0.451,0.395,329851
0.451,0.395,329886
0.451,0.397,329967
0.451,0.399,330027
0.451,0.406,330108
0.451,0.393,330116
0.451,0.399,330183
0.451,0.393,330264
0.451,0.393,330281
0.451,0.397,330337
0.451,0.393,330353
0.451,0.393,330566
0.451,0.393,330655
0.451,0.393,330841
0.451,0.396,330876
0.451,0.394,330892
0.451,0.396,330957
0.451,0.394,331104
0.451,0.393,331210
0.451,0.403,331309
0.451,0.395,331341
0.451,0.396,331490
0.451,0.395,331651
0.451,0.391,331660
0.451,0.393,331805
0.451,0.393,331856
0.451,0.404,331872
0.451,0.399,332062
0.451,0.393,332101
0.451,0.399,332127
0.451,0.396,332291
0.451,0.394,332372
0.451,0.399,332381
0.451,0.395,332615
0.451,0.397,332682
0.451,0.396,332755
0.451,0.394,332950
0.451,0.398,332992
0.451,0.397,333051
0.451,0.395,333221
0.451,0.397,333239
0.451,0.399,333328
0.451,0.393,333395
0.451,0.394,333514
0.451,0.393,333620
0.451,0.398,333638
0.451,0.395,333662
0.451,0.391,333689
0.451,0.393,333719
0.451,0.394,333735
0.451,0.394,333808
0.451,0.393,333867
0.451,0.393,333875
0.451,0.393,334057
0.451,0.394,334154
0.451,0.397,334243
0.451,0.393,334511
0.451,0.401,334561
0.451,0.396,334588
0.451,0.392,334651
0.451,0.394,334685
0.451,0.399,334766
0.451,0.393,334774
0.451,0.394,334847
0.451,0.394,334987
0.451,0.396,335070
0.451,0.4,335100
0.451,0.397,335215
0.451,0.397,335258
0.451,0.397,335410
0.451,0.393,335479
0.451,0.4,335517
0.451,0.393,335525
0.451,0.397,335541
0.451,0.394,335568
0.451,0.405,335592
0.451,0.393,335614
0.451,0.393,335657
0.451,0.355,335690
0.451,0.392,335754
0.451,0.397,335762
0.451,0.399,335789
0.451,0.418,335801
0.451,0.394,335835
0.451,0.393,335851
0.451,0.395,336017
0.451,0.393,336025
0.451,0.394,336076
0.451,0.393,336084
0.451,0.394,336106
0.451,0.394,336122
0.451,0.394,336238
0.451,0.397,336319
0.451,0.399,336432
0.451,0.393,336441
0.451,0.393,336467
0.451,0.394,336521
0.451,0.398,336581
0.451,0.398,336831
0.451,0.4,336858
0.451,0.393,336874
0.451,0.393,337056
0.451,0.395,337137
0.451,0.396,337188
0.451,0.394,337226
0.451,0.396,337269
0.451,0.394,337374
0.451,0.393,337498
0.451,0.393,337510
0.451,0.396,337561
0.451,0.398,337625
0.451,0.401,337668
0.451,0.398,337714
0.451,0.441,337781
0.451,0.394,337871
0.451,0.394,338044
0.451,0.398,338150
0.451,0.405,338206
0.451,0.393,338214
0.451,0.394,338249
0.451,0.399,338273
