ops,ano,falt_total,falt_cont,falt_ind,falt_ind_modelo,cols_total,cols_cont,cols_ind,cols_ind_modelo,perc_total,perc_cont,perc_ind,perc_ind_modelo
301299,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
304590,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
312304,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
332062,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
349283,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
350940,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
357626,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
369012,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
374326,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
382108,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
401021,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
402052,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
411132,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
411507,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
414549,2006,42,10,32,29,130,51,79,43,0.3230769230769231,0.19607843137254902,0.4050632911392405,0.6744186046511628
313807,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
332127,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
339440,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
346306,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
401978,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
402966,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
405515,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
408221,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
408654,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
411710,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
413071,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
414760,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
415553,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
415596,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
415618,2006,32,10,22,19,130,51,79,43,0.24615384615384617,0.19607843137254902,0.27848101265822783,0.4418604651162791
415502,2006,30,10,20,17,130,51,79,43,0.23076923076923078,0.19607843137254902,0.25316455696202533,0.3953488372093023
415537,2006,30,10,20,17,130,51,79,43,0.23076923076923078,0.19607843137254902,0.25316455696202533,0.3953488372093023
415855,2006,30,10,20,17,130,51,79,43,0.23076923076923078,0.19607843137254902,0.25316455696202533,0.3953488372093023
322920,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
328901,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
343463,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
392391,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
403334,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
404543,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
406741,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
407879,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
410497,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
412015,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
413054,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
413488,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
414115,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
414719,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
414964,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
415162,2006,29,10,19,16,130,51,79,43,0.2230769230769231,0.19607843137254902,0.24050632911392406,0.37209302325581395
