ops,anos_observados,falt_total_medio,falt_cont_medio,falt_ind_medio,falt_ind_modelo_medio
307319.0,3,0.5305624312431244,0.42483660130718953,0.642962962962963,0.6821705426356589
363855.0,3,0.5305624312431244,0.42483660130718953,0.642962962962963,0.6821705426356589
314889.0,3,0.5305624312431244,0.42483660130718953,0.642962962962963,0.6821705426356589
307751.0,3,0.5305624312431244,0.42483660130718953,0.642962962962963,0.6821705426356589
312924.0,3,0.5305624312431244,0.42483660130718953,0.642962962962963,0.6821705426356589
377252.0,3,0.5305624312431244,0.42483660130718953,0.642962962962963,0.6821705426356589
309711.0,3,0.5305624312431244,0.42483660130718953,0.642962962962963,0.6821705426356589
301299.0,3,0.5305624312431244,0.42483660130718953,0.642962962962963,0.6821705426356589
416649,1,0.5287356321839081,0.6470588235294118,0.3611111111111111,0.34285714285714286
416223,2,0.5287356321839081,0.6470588235294117,0.3611111111111111,0.34285714285714286
416053,2,0.5287356321839081,0.696078431372549,0.29166666666666663,0.2714285714285714
369012.0,2,0.5285169141914192,0.4117647058823529,0.6544444444444444,0.686046511627907
415936,2,0.5229885057471264,0.6372549019607843,0.3611111111111111,0.34285714285714286
411850.0,1,0.5208333333333334,0.43137254901960786,0.6222222222222222,0.627906976744186
384704.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
376345.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
413046.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
375764.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
382108.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
352322.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
377228.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
386596.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
407402.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
411132.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
408816.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
412139.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
357626.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
402052.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
339989.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
366871.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
368920.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
411817.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
404241.0,3,0.5206614411441145,0.42483660130718953,0.6229629629629629,0.6589147286821705
416487,2,0.5172413793103448,0.6862745098039216,0.2777777777777778,0.2571428571428571
416452,2,0.5114942528735633,0.6176470588235294,0.3611111111111111,0.34285714285714286
416363,2,0.5114942528735632,0.6666666666666667,0.29166666666666663,0.2714285714285714
416347,2,0.5114942528735632,0.6176470588235294,0.3611111111111111,0.34285714285714286
407402,3,0.5089979415364404,0.5294117647058824,0.47262626262626267,0.4691029900332226
